line_number,shakespeare_line
14658,"You shall offend him, and extend his passion."
14659,"Feed, and regard him not.—Are you a man?"
14660,"Ay, and a bold one, that dare look on that"
14661,Which might appal the devil.
14662,This is the very painting of your fear:
14663,"This is the air-drawn dagger which you said,"
14664,"Led you to Duncan. O, these flaws, and starts"
14665,"A woman’s story at a winter’s fire,"
14666,Authoris’d by her grandam. Shame itself!
14667,"Why do you make such faces? When all’s done,"
14668,You look but on a stool.
14669,Behold! look! lo! how say you?
14670,"Why, what care I? If thou canst nod, speak too.—"
14671,If charnel houses and our graves must send
14672,"Those that we bury back, our monuments"
14673,Shall be the maws of kites.
14674,"What, quite unmann’d in folly?"
14675,"If I stand here, I saw him."
14676,"Blood hath been shed ere now, i’ th’ olden time,"
14677,Ere humane statute purg’d the gentle weal;
14678,"Ay, and since too, murders have been perform’d"
14679,"Too terrible for the ear: the time has been,"
14680,"That, when the brains were out, the man would die,"
14681,"And there an end; but now they rise again,"
14682,"With twenty mortal murders on their crowns,"
14683,And push us from our stools. This is more strange
14684,Than such a murder is.
14685,Your noble friends do lack you.
14686,"Do not muse at me, my most worthy friends."
14687,"I have a strange infirmity, which is nothing"
14688,"To those that know me. Come, love and health to all;"
14689,"Then I’ll sit down.—Give me some wine, fill full.—"
14690,"I drink to the general joy o’ th’ whole table,"
14691,"And to our dear friend Banquo, whom we miss:"
14692,Would he were here.
14693,"To all, and him, we thirst,"
14694,And all to all.
14695,"Our duties, and the pledge."
14696,Avaunt! and quit my sight! let the earth hide thee!
14697,"Thy bones are marrowless, thy blood is cold;"
14698,Thou hast no speculation in those eyes
14699,Which thou dost glare with!
14700,"Think of this, good peers,"
14701,"But as a thing of custom: ’tis no other,"
14702,Only it spoils the pleasure of the time.
14703,"What man dare, I dare:"
14704,"Approach thou like the rugged Russian bear,"
14705,"The arm’d rhinoceros, or th’ Hyrcan tiger;"
14706,"Take any shape but that, and my firm nerves"
14707,"Shall never tremble: or be alive again,"
14708,And dare me to the desert with thy sword;
14709,"If trembling I inhabit then, protest me"
14710,"The baby of a girl. Hence, horrible shadow!"
14711,"I am a man again.—Pray you, sit still."
14712,"You have displaced the mirth, broke the good meeting"
14713,With most admir’d disorder.
14714,"Can such things be,"
14715,"And overcome us like a summer’s cloud,"
14716,Without our special wonder? You make me strange
14717,"Even to the disposition that I owe,"
14718,"When now I think you can behold such sights,"
14719,"And keep the natural ruby of your cheeks,"
14720,When mine are blanch’d with fear.
14721,"What sights, my lord?"
14722,"I pray you, speak not; he grows worse and worse;"
14723,"Question enrages him. At once, good night:—"
14724,"Stand not upon the order of your going,"
14725,But go at once.
14726,Good night; and better health
14727,A kind good night to all!
14728,"It will have blood, they say, blood will have blood."
14729,"Stones have been known to move, and trees to speak;"
14730,"Augurs, and understood relations, have"
14731,"By magot-pies, and choughs, and rooks, brought forth"
14732,The secret’st man of blood.—What is the night?
14733,"Almost at odds with morning, which is which."
14734,"How say’st thou, that Macduff denies his person"
14735,At our great bidding?
14736,"Did you send to him, sir?"
14737,I hear it by the way; but I will send.
14738,There’s not a one of them but in his house
14739,I keep a servant fee’d. I will tomorrow
14740,"More shall they speak; for now I am bent to know,"
14741,"By the worst means, the worst. For mine own good,"
14742,All causes shall give way: I am in blood
14743,"Stepp’d in so far that, should I wade no more,"
14744,Returning were as tedious as go o’er.
14745,"Strange things I have in head, that will to hand,"
14746,Which must be acted ere they may be scann’d.
14747,"You lack the season of all natures, sleep."
14748,"Come, we’ll to sleep. My strange and self-abuse"
14749,Is the initiate fear that wants hard use.
14750,We are yet but young in deed.
14751,SCENE V. The heath.
14752,Thunder. Enter the three Witches meeting Hecate.
14753,"Why, how now, Hecate? you look angerly."
14754,"Have I not reason, beldams as you are,"
14755,Saucy and overbold? How did you dare
14756,To trade and traffic with Macbeth
14757,In riddles and affairs of death;
14758,"And I, the mistress of your charms,"
14759,"The close contriver of all harms,"
14760,"Was never call’d to bear my part,"
14761,Or show the glory of our art?
14762,"And, which is worse, all you have done"
14763,"Hath been but for a wayward son,"
14764,"Spiteful and wrathful; who, as others do,"
14765,"Loves for his own ends, not for you."
14766,"But make amends now: get you gone,"
14767,And at the pit of Acheron
14768,Meet me i’ th’ morning: thither he
14769,Will come to know his destiny.
14770,"Your vessels and your spells provide,"
14771,"Your charms, and everything beside."
14772,I am for th’ air; this night I’ll spend
14773,Unto a dismal and a fatal end.
14774,Great business must be wrought ere noon.
14775,Upon the corner of the moon
14776,There hangs a vap’rous drop profound;
14777,I’ll catch it ere it come to ground:
14778,"And that, distill’d by magic sleights,"
14779,"Shall raise such artificial sprites,"
14780,"As, by the strength of their illusion,"
14781,Shall draw him on to his confusion.
14782,"He shall spurn fate, scorn death, and bear"
14783,"His hopes ’bove wisdom, grace, and fear."
14784,"And you all know, security"
14785,Is mortals’ chiefest enemy.
14786,"Hark! I am call’d; my little spirit, see,"
14787,Sits in a foggy cloud and stays for me.
14788,"Come, let’s make haste; she’ll soon be back again."
14789,SCENE VI. Forres. A Room in the Palace.
14790,Enter Lennox and another Lord.
14791,"My former speeches have but hit your thoughts,"
14792,"Which can interpret farther: only, I say,"
14793,Thing’s have been strangely borne. The gracious Duncan
14794,"Was pitied of Macbeth:—marry, he was dead:—"
14795,And the right valiant Banquo walk’d too late;
14796,"Whom, you may say, if’t please you, Fleance kill’d,"
14797,For Fleance fled. Men must not walk too late.
14798,"Who cannot want the thought, how monstrous"
14799,It was for Malcolm and for Donalbain
14800,To kill their gracious father? damned fact!
14801,"How it did grieve Macbeth! did he not straight,"
14802,"In pious rage, the two delinquents tear"
14803,That were the slaves of drink and thralls of sleep?
14804,"Was not that nobly done? Ay, and wisely too;"
14805,"For ’twould have anger’d any heart alive,"
14806,"To hear the men deny’t. So that, I say,"
14807,"He has borne all things well: and I do think,"
14808,That had he Duncan’s sons under his key
14809,What ’twere to kill a father; so should Fleance.
14810,"But, peace!—for from broad words, and ’cause he fail’d"
14811,"His presence at the tyrant’s feast, I hear,"
14812,"Macduff lives in disgrace. Sir, can you tell"
14813,Where he bestows himself?
14814,"The son of Duncan,"
14815,"From whom this tyrant holds the due of birth,"
14816,Lives in the English court and is receiv’d
14817,Of the most pious Edward with such grace
14818,That the malevolence of fortune nothing
14819,Takes from his high respect. Thither Macduff
14820,"Is gone to pray the holy king, upon his aid"
14821,"To wake Northumberland, and warlike Siward"
14822,"That, by the help of these (with Him above"
14823,"To ratify the work), we may again"
14824,"Give to our tables meat, sleep to our nights;"
14825,"Free from our feasts and banquets bloody knives,"
14826,"Do faithful homage, and receive free honours,"
14827,All which we pine for now. And this report
14828,Hath so exasperate the King that he
14829,Prepares for some attempt of war.
14830,Sent he to Macduff?
14831,"He did: and with an absolute “Sir, not I,”"
14832,"The cloudy messenger turns me his back,"
14833,"And hums, as who should say, “You’ll rue the time"
14834,That clogs me with this answer.”
14835,And that well might
14836,"Advise him to a caution, t’ hold what distance"
14837,His wisdom can provide. Some holy angel
14838,"Fly to the court of England, and unfold"
14839,"His message ere he come, that a swift blessing"
14840,May soon return to this our suffering country
14841,Under a hand accurs’d!
14842,I’ll send my prayers with him.
14843,"SCENE I. A dark Cave. In the middle, a Cauldron Boiling."
14844,Thunder. Enter the three Witches.
14845,Thrice the brinded cat hath mew’d.
14846,"Thrice, and once the hedge-pig whin’d."
14847,"Harpier cries:—’Tis time, ’tis time."
14848,Round about the cauldron go;
14849,In the poison’d entrails throw.—
14850,"Toad, that under cold stone"
14851,Days and nights has thirty-one
14852,"Swelter’d venom sleeping got,"
14853,Boil thou first i’ th’ charmed pot!
14854,"Double, double, toil and trouble;"
14855,"Fire, burn; and cauldron, bubble."
14856,"Fillet of a fenny snake,"
14857,In the cauldron boil and bake;
14858,"Eye of newt, and toe of frog,"
14859,"Wool of bat, and tongue of dog,"
14860,"Adder’s fork, and blind-worm’s sting,"
14861,"Lizard’s leg, and howlet’s wing,"
14862,"For a charm of powerful trouble,"
14863,Like a hell-broth boil and bubble.
14864,"Double, double, toil and trouble;"
14865,"Fire, burn; and cauldron, bubble."
14866,"Scale of dragon, tooth of wolf,"
14867,"Witch’s mummy, maw and gulf"
14868,"Of the ravin’d salt-sea shark,"
14869,"Root of hemlock digg’d i’ th’ dark,"
14870,"Liver of blaspheming Jew,"
14871,"Gall of goat, and slips of yew"
14872,"Sliver’d in the moon’s eclipse,"
14873,"Nose of Turk, and Tartar’s lips,"
14874,Finger of birth-strangled babe
14875,"Ditch-deliver’d by a drab,"
14876,Make the gruel thick and slab:
14877,"Add thereto a tiger’s chaudron,"
14878,For th’ ingredients of our cauldron.
14879,"Double, double, toil and trouble;"
14880,"Fire, burn; and cauldron, bubble."
14881,Cool it with a baboon’s blood.
14882,Then the charm is firm and good.
14883,"O, well done! I commend your pains,"
14884,And everyone shall share i’ th’ gains.
14885,"And now about the cauldron sing,"
14886,"Like elves and fairies in a ring,"
